player,pValue,slope,intercept,r-SquaredValue,stdErr,numDataPoints
Marcin Gortat,0.865226187351,-0.0200039464798,0.606235003022,0.000174042495941,0.117678247557,168
John Salmons,0.985157649993,-0.00138604304985,0.444113126467,8.11438861721e-07,0.0744620012388,429
Tayshaun Prince,0.379488621181,0.0966378955456,0.375992166891,0.00180084370406,0.109847304924,431
Matt Bonner,0.116392292907,-0.123271908126,0.49624017577,0.00842129222668,0.0782792975885,294
Linas Kleiza,0.744414642821,-0.0250641528231,0.445999729745,0.000376156483077,0.0768057686437,285
Kevin Martin,0.229369194868,-0.10781218939,0.476754646769,0.0037799075607,0.0895515779659,384
J.J. Hickson,0.0613738285349,0.226415800148,0.402313738503,0.0197445479123,0.120253141993,178
Larry Hughes,0.573833257229,-0.0710780994911,0.420491426797,0.00159223027888,0.126171220909,201
Taj Gibson,0.63334135026,-0.0481568588226,0.557568073509,0.00119380645557,0.100789460193,193
Jordan Farmar,0.419162888615,0.054722238061,0.406972946978,0.00195508828824,0.0676522855125,336
Andrew Bynum,0.110611178288,0.201752847413,0.504283103517,0.0121341912134,0.125918658929,211
Jrue Holiday,0.00540129187369,-0.313096532417,0.565462926274,0.0327417368116,0.11148608503,235
Kris Humphries,0.00065197108138,0.320124471531,0.393574506269,0.0462342883676,0.0927022093937,248
Martell Webster,0.542701580977,0.0573465419652,0.364325276484,0.00128805655251,0.0940943717818,290
Andrei Kirilenko,0.43385006306,-0.0735992334885,0.558720967849,0.00187993211603,0.0939257780704,328
Jason Richardson,0.355531597571,-0.0964956891426,0.469863899946,0.0021891648116,0.104318296622,392
Mike Dunleavy,0.753194667941,-0.0256643867159,0.441808187707,0.000230162088595,0.0815698724372,432
Paul George,0.3545625603,0.120830686603,0.370432132064,0.0055678605346,0.130124862824,156
Dirk Nowitzki,0.0130340100478,0.218383978737,0.346059157804,0.0119330571388,0.0876509322072,516
Zach Randolph,0.824963419384,0.0224476020526,0.500861244292,0.000116873048205,0.101433258548,421
DeMar DeRozan,0.195809404769,0.16320711527,0.37601003507,0.00795553788848,0.125765127533,212
Kevin Durant,0.80163920501,0.0260648384719,0.448761669966,0.000162026836971,0.103679780924,392
Keyon Dooling,0.677341648313,-0.0258637527688,0.415820054063,0.000495252265211,0.0621064511024,352
Marcus Thornton,0.719632703518,0.0431126551154,0.400405575373,0.000600493461331,0.119950196541,217
Glen Davis,0.1898819088,0.103355773474,0.417690567567,0.0070327631241,0.0786220372193,246
Paul Pierce,0.935414702743,-0.00712623018561,0.438023937691,1.44796042522e-05,0.0878922191135,456
